,actors,number_of_movies,average_revenue,average_revenue (shifted)
50244,Marina Rocco,1,73244881.0,73244881
50245,Roberto Della Casa,1,73244881.0,73244881
50246,Rita Cammarano,1,73244881.0,73244881
50247,Warner Oland,1,1120000.0,1120000
50248,Katharine Alexander,1,1120000.0,1120000
50249,Soo Yong,1,1120000.0,1120000
50250,Regina Cas,1,2070806.0,2070806
50251,Lima Duarte,1,2070806.0,2070806
50252,Stnio Garcia,1,2070806.0,2070806
50253,Luiz Carlos Vasconcelos,1,2070806.0,2070806
50254,Kevin Waterman,1,1353868.0,1353868
50255,Nicole Barr,3,45370767.0,136112301
50256,Camille Balsamo,2,30703003.0,61406006
50257,Leslie Hippensteel,1,1353868.0,1353868
50258,Eva Link,1,44287131.0,44287131
50259,Allie MacDonald,1,44287131.0,44287131
50260,Jordan Hayes,2,26067065.5,52134131
50261,James Thomas,1,44287131.0,44287131
50262,Hailee Sisera,1,44287131.0,44287131
50263,Jonathan Higgins,3,31298463.0,93895389
50264,Olivier Surprenant,1,44287131.0,44287131
50265,Lori Alter,1,44287131.0,44287131
50266,Joy Tanner,1,44287131.0,44287131
50267,Bobby Osborne,1,44287131.0,44287131
50268,Grace Tucker-Duguay,1,44287131.0,44287131
50269,Jon McLaren,3,31298463.0,93895389
50270,John Healy,1,44287131.0,44287131
50271,Jasmine Chan,1,44287131.0,44287131
50272,Claudia Jurt,1,44287131.0,44287131
50273,Juliet Rylance,2,136179881.0,272359762
50274,Michael Hall D'Addario,2,45073608.5,90147217
50275,Victoria Leigh,2,121595393.5,243190787
50276,Blake Mizrahi,1,77712439.0,77712439
50277,Cameron Ocasio,1,77712439.0,77712439
50278,Danielle Kotch,1,77712439.0,77712439
50279,Ethan Haberfield,1,77712439.0,77712439
50280,Tavis Smiley,1,77712439.0,77712439
50281,Rachel Konstantin,1,77712439.0,77712439
50282,Diego Catao,1,82966152.0,82966152
50283,Sandra Echeverra,2,479212044.5,958424089
50284,Antonio Jaramillo,1,82966152.0,82966152
50285,Ali Wong,2,216372847.5,432745695
50286,Tammi Arender,1,4417580.0,4417580
50287,Tim Tolin,1,53676580.0,53676580
50288,Mark Ashworth,3,277613008.0,832839024
50289,Bruce McKinnon,2,42303782.0,84607564
50290,Eric Mendenhall,1,53676580.0,53676580
50291,Toni Byrd,1,53676580.0,53676580
50292,Melissa Roxburgh,2,210291996.0,420583992
50293,Bronwen Smith,1,77112176.0,77112176
50294,Jeff Kinney,1,77112176.0,77112176
50295,Dalila Bela,1,77112176.0,77112176
50296,Vincent Leclerc,2,324965582.5,649931165
50297,Daniel Rindress-Kay,1,116980662.0,116980662
50298,Chris Cavener,3,240699130.3,722097391
50299,Aaron Janke,1,116980662.0,116980662
50300,Serge Alain Cambronne,1,116980662.0,116980662
50301,Robert Reynolds,1,116980662.0,116980662
50302,John Topor,1,116980662.0,116980662
50303,Debbie Wong,1,116980662.0,116980662
50304,Christian Paul,1,116980662.0,116980662
50305,Clifford Leduc-Vaillancourt,1,116980662.0,116980662
50306,Bineyam Girma,2,160184424.0,320368848
50307,Chimwemwe Miller,1,116980662.0,116980662
50308,Raphael Grosz-Harvey,2,61279590.5,122559181
50309,Jose Laviolette,1,116980662.0,116980662
50310,Alec Bourgeois,1,116980662.0,116980662
50311,Christine Rodriguez,1,116980662.0,116980662
50312,Quinn O'Neill,1,116980662.0,116980662
50313,Angie Medrano,1,116980662.0,116980662
50314,Rochelle Okoye,2,330457724.5,660915449
50315,Diana Noris,1,116980662.0,116980662
50316,Frank Alvarez,2,197781783.5,395563567
50317,Aclan Byktrkolu,1,376141306.0,376141306
50318,Ergun Kuyucu,1,376141306.0,376141306
50319,Naci Adigzel,1,376141306.0,376141306
50320,Cengiz Bozkurt,1,376141306.0,376141306
50321,Hakan Karahan,1,376141306.0,376141306
50322,Mylne Pilutik,1,376141306.0,376141306
50323,Saruhan Sari,1,376141306.0,376141306
50324,Mehmet Polat,1,376141306.0,376141306
50325,Cengiz Daner,1,376141306.0,376141306
50326,Melis Erman,1,376141306.0,376141306
50327,Erkan nc,1,376141306.0,376141306
50328,Rochelle Gregorie,1,376141306.0,376141306
50329,Emre Melemez,1,376141306.0,376141306
50330,lkay Akdal,1,376141306.0,376141306
50331,Ahmet Orhan Ozcam,1,376141306.0,376141306
50332,Tamer Avkapan,1,376141306.0,376141306
50333,Jane Levy,4,82638768.5,330555074
50334,Zoe Aggeliki,3,50639729.67,151919189
50335,Mick Betancourt,1,105200903.0,105200903
50336,Mac Brandt,1,105200903.0,105200903
50337,Neil Koppel,1,105200903.0,105200903
50338,Austin Abrams,2,95356601.5,190713203
50339,Yvette Tucker,1,105200903.0,105200903
50340,Riel Paley,1,105200903.0,105200903
50341,Danny Pudi,4,324321415.0,1297285660
50342,Adam Carolla,1,471222889.0,471222889
50343,Rich Moore,3,839597093.0,2518791279
50344,Skylar Astin,4,230536295.3,922145181
50345,Josie Trinidad,4,792724180.5,3170896722
50346,Cymbre Walk,1,471222889.0,471222889
50347,Phil Johnston,3,839597093.0,2518791279
50348,Raymond S. Persi,4,948252572.0,3793010288
50349,Brian Kesinger,1,471222889.0,471222889
50350,Tucker Gilmore,1,471222889.0,471222889
50351,Brandon Scott,2,258197941.5,516395883
50352,Roger Craig Smith,2,345505800.5,691011601
50353,Kyle Hebert,2,385296486.5,770592973
50354,Gerald C. Rivers,1,471222889.0,471222889
50355,Kevin Deters,1,471222889.0,471222889
50356,Jamie Sparer Roberts,1,471222889.0,471222889
50357,David Boat,4,783356329.5,3133425318
50358,Mike Carlsen,2,262202244.5,524404489
50359,Terri Douglas,7,894244684.1,6259712789
50360,Sandy Fox,2,614881337.0,1229762674
50361,Earl Ghaffari,1,471222889.0,471222889
50362,Daniel Kaz,2,872720949.0,1745441898
50363,Dave Kohut,3,839597093.0,2518791279
50364,Lauren MacMullan,1,471222889.0,471222889
50365,Lynwood Robinson,3,799182447.0,2397547341
50366,Jadon Sand,3,738200863.3,2214602590
50367,April Stewart,2,391408460.5,782816921
50368,Jennifer Christine Vera,1,471222889.0,471222889
50369,Brea Bee,1,205738714.0,205738714
50370,Matthew Russell,2,228455260.5,456910521
50371,Cheryl Williams,1,205738714.0,205738714
50372,Phillip Chorba,2,128051252.0,256102504
50373,Mary Regency Boies,1,205738714.0,205738714
50374,Patsy Meck,3,132860866.7,398582600
50375,Jeff Reim,1,205738714.0,205738714
50376,Samantha Gelnaw,1,205738714.0,205738714
50377,Ted Barba,1,205738714.0,205738714
50378,Madhu Narula,1,205738714.0,205738714
50379,Pete Postiglione,1,205738714.0,205738714
50380,Sanjay Shende,1,205738714.0,205738714
50381,Mihir Pathak,1,205738714.0,205738714
50382,Tiffany E. Green,2,224790920.5,449581841
50383,Lana Rossi,1,205738714.0,205738714
50384,Todd Anthony,1,205738714.0,205738714
50385,Maria Breyman,4,192142951.5,768571806
50386,Jaclyn McHugh,1,205738714.0,205738714
50387,Erica Lynne Marszalek,2,152094388.0,304188776
50388,Carol Anne Mueller,1,205738714.0,205738714
50389,Lavonne Nichols,1,205738714.0,205738714
50390,Jeffrey Mowery,1,205738714.0,205738714
50391,Joe Cappelletti,1,205738714.0,205738714
50392,Lindsay Schnebly,1,205738714.0,205738714
50393,Shawn Gonzalez,3,193703591.3,581110774
50394,Jae Greene,1,205738714.0,205738714
50395,Marty Krzywonos,1,205738714.0,205738714
50396,Montana Marks,1,205738714.0,205738714
50397,Jeni Miller,1,205738714.0,205738714
50398,Vincent Riviezzo,2,241330356.0,482660712
50399,Thomas Walton,1,205738714.0,205738714
50400,Michelle Santiago,4,311249412.0,1244997648
50401,Ryan Shank,1,205738714.0,205738714
50402,Mike Wilson,1,205738714.0,205738714
50403,Samantha Barks,2,221183505.5,442367011
50404,Daniel Huttlestone,3,221095493.7,663286481
50405,Cavin Cornwall,1,441809770.0,441809770
50406,David Hawley,1,441809770.0,441809770
50407,Adam Jones,1,441809770.0,441809770
50408,John Barr,1,441809770.0,441809770
50409,Colm Wilkinson,1,441809770.0,441809770
50410,Stephen Bent,1,441809770.0,441809770
50411,Heather Chasen,1,441809770.0,441809770
50412,Paul Thornley,2,799270366.0,1598540732
50413,Paul Howell,1,441809770.0,441809770
50414,Stephen Tate,1,441809770.0,441809770
50415,Hannah Waddingham,1,441809770.0,441809770
50416,Clare Foster,1,441809770.0,441809770
50417,Kirsty Hoiles,1,441809770.0,441809770
50418,Alice Fearn,1,441809770.0,441809770
50419,Alison Tennant,1,441809770.0,441809770
50420,Marilyn Cutts,1,441809770.0,441809770
50421,Cathy Breeze,1,441809770.0,441809770
50422,Bertie Carvel,1,441809770.0,441809770
50423,Nicola Sloane,3,209909327.0,629727981
50424,Daniel Evans,1,441809770.0,441809770
50425,David Stoller,1,441809770.0,441809770
50426,Ross McCormack,1,441809770.0,441809770
50427,Jaygann Ayeh,1,441809770.0,441809770
50428,Lynne Wilmot,3,623099423.3,1869298270
50429,Ashley Artus,1,441809770.0,441809770
50430,John Surman,1,441809770.0,441809770
50431,James Simmons,1,441809770.0,441809770
50432,Adam Pearce,1,441809770.0,441809770
50433,Isabelle Allen,1,441809770.0,441809770
50434,Natalya Wallace,1,441809770.0,441809770
50435,Phil Snowden,1,441809770.0,441809770
50436,Hadrian Delacey,1,441809770.0,441809770
50437,Lottie Steer,2,350508498.5,701016997
50438,Sam Parks,1,441809770.0,441809770
50439,Lewis Kirk,1,441809770.0,441809770
50440,Leighton Rafferty,1,441809770.0,441809770
50441,Peter Mair,1,441809770.0,441809770
50442,Jack Chissick,1,441809770.0,441809770
50443,Dianne Pilkington,1,441809770.0,441809770
50444,Robyn North,1,441809770.0,441809770
50445,Miles Roughley,2,625576051.0,1251152102
50446,Cameron Strefford,1,441809770.0,441809770
50447,Alfie Davis,1,441809770.0,441809770
50448,Joseph West,1,441809770.0,441809770
50449,Joel Phillimore,1,441809770.0,441809770
50450,Jacqueline Dankworth,1,441809770.0,441809770
50451,Amelia Jefford,1,441809770.0,441809770
50452,Richard Cordery,2,264455109.5,528910219
50453,Killian Donnelly,1,441809770.0,441809770
50454,Fra Fee,1,441809770.0,441809770
50455,Gabriel Vick,1,441809770.0,441809770
50456,George Blagden,1,441809770.0,441809770
50457,Hugh Skinner,1,441809770.0,441809770
50458,Stuart Neal,2,492662061.5,985324123
50459,Alistair Brammer,1,441809770.0,441809770
50460,Iwan Lewis,1,441809770.0,441809770
50461,Katy Secombe,1,441809770.0,441809770
50462,Hadley Fraser,2,399276415.5,798552831
50463,Linzi Hateley,1,441809770.0,441809770
50464,Gemma Wardle,1,441809770.0,441809770
50465,Gina Beck,1,441809770.0,441809770
50466,Katie Hall,1,441809770.0,441809770
50467,Lisa Hull,1,441809770.0,441809770
50468,Andrea Deck,3,172297531.0,516892593
50469,Jessica Duncan,1,441809770.0,441809770
50470,Kerry Ingram,1,441809770.0,441809770
50471,Mike Sarne,2,243949528.5,487899057
50472,Freya Parks,1,441809770.0,441809770
50473,Alexander Brooks,1,441809770.0,441809770
50474,Eleanor Bruce,1,441809770.0,441809770
50475,Emma Dukes,1,441809770.0,441809770
50476,Stephen Matthews,1,441809770.0,441809770
50477,Peter Saracen,1,441809770.0,441809770
50478,Sebastian Sykes,1,441809770.0,441809770
50479,Phil Zimmerman,1,441809770.0,441809770
50480,Bessie Carter,1,441809770.0,441809770
50481,Helen Cotterill,1,441809770.0,441809770
50482,Tricia Deighton,1,441809770.0,441809770
50483,Mandy Holliday,1,441809770.0,441809770
50484,Charlotte Hope,4,174718905.0,698875620
50485,Jackie Marks,1,441809770.0,441809770
50486,Sara Pelosi,1,441809770.0,441809770
50487,Mary Roscoe,2,350508498.5,701016997
50488,Amelia Scaramucci,1,441809770.0,441809770
50489,Caroline Sheen,1,441809770.0,441809770
50490,Rachael Archer,1,441809770.0,441809770
50491,Lorna Brown,1,441809770.0,441809770
50492,Antonia Clarke,3,164679710.3,494039131
50493,Mary Cormack,1,441809770.0,441809770
50494,Sonya Cullingford,3,304593102.0,913779306
50495,Holly Dale Spencer,1,441809770.0,441809770
50496,Amy Griffiths,1,441809770.0,441809770
50497,Fania Grigoriou,1,441809770.0,441809770
50498,Amanda Henderson,1,441809770.0,441809770
50499,Alexia Khadime,1,441809770.0,441809770
50500,Luisa Lazzaro,1,441809770.0,441809770
50501,Gemma O'Duffy,1,441809770.0,441809770
50502,Rosa O'Reilly,1,441809770.0,441809770
50503,Amy Ellen Richardson,1,441809770.0,441809770
50504,Olivia Rose-Aaron,1,441809770.0,441809770
50505,Robyn Miranda Simpson,1,441809770.0,441809770
50506,Rachel Stanley,1,441809770.0,441809770
50507,Nancy Sullivan,1,441809770.0,441809770
50508,Rebecca Sutherland,1,441809770.0,441809770
50509,Tabitha Webb,1,441809770.0,441809770
50510,Gerard Bentall,1,441809770.0,441809770
50511,Tony Bignell,1,441809770.0,441809770
50512,Michael Cahill,1,441809770.0,441809770
50513,Richard Colson,1,441809770.0,441809770
50514,Kerry Ellis,1,441809770.0,441809770
50515,Sarah Flind,2,600174777.5,1200349555
50516,Kelly-Anne Gower,1,441809770.0,441809770
50517,Alison Jiear,1,441809770.0,441809770
50518,Terence Keely,1,441809770.0,441809770
50519,Martin Marquez,1,441809770.0,441809770
50520,Sally Mates,1,441809770.0,441809770
50521,Jeff Nicholson,1,441809770.0,441809770
50522,Adam Searles,1,441809770.0,441809770
50523,Simon Shorten,1,441809770.0,441809770
50524,Juliet Alderdice,1,441809770.0,441809770
50525,Valerie Cutko,1,441809770.0,441809770
50526,Spike Grimsey,1,441809770.0,441809770
50527,Matt Harrop,1,441809770.0,441809770
50528,Georgina Jackson,1,441809770.0,441809770
50529,Perry Millward,1,441809770.0,441809770
50530,Phil Philmar,1,441809770.0,441809770
50531,Joyce Springer,1,441809770.0,441809770
50532,Julie Stark,1,441809770.0,441809770
50533,Matthew Corner,1,441809770.0,441809770
50534,Andy Coxon,1,441809770.0,441809770
50535,Jonathan Dudley,1,441809770.0,441809770
50536,Rhidian Marc,1,441809770.0,441809770
50537,Chris Milford,1,441809770.0,441809770
50538,Jamie Muscato,1,441809770.0,441809770
50539,Joseph Peters,1,441809770.0,441809770
50540,Stevee Davies,1,441809770.0,441809770
50541,Jonny Purchase,1,441809770.0,441809770
50542,Matt Seadon Young,1,441809770.0,441809770
50543,Jos Slovick,1,441809770.0,441809770
50544,Samuel J. Weir,1,441809770.0,441809770
50545,Sophie Huchinson,1,441809770.0,441809770
50546,Ella Hunt,1,441809770.0,441809770
50547,Claire Machin,1,441809770.0,441809770
50548,Brenda Moore,1,441809770.0,441809770
50549,Mischa Purnell,1,441809770.0,441809770
50550,Annette Yeo,1,441809770.0,441809770
50551,Josephine Darvill-Mills,1,441809770.0,441809770
50552,Jennifer Essex,1,441809770.0,441809770
50553,Vicky Evans,1,441809770.0,441809770
50554,Edward Lewis French,1,441809770.0,441809770
50555,Nigel Garton,1,441809770.0,441809770
50556,Lynn Jezzard,1,441809770.0,441809770
50557,Nicholas Keegan,1,441809770.0,441809770
50558,Steve Kirkham,1,441809770.0,441809770
50559,Vanessa Lee Hicks,1,441809770.0,441809770
50560,Ian Parsons,1,441809770.0,441809770
50561,Gemma Payne,1,441809770.0,441809770
50562,Clinten Pearce,1,441809770.0,441809770
50563,Claire Piquemal,1,441809770.0,441809770
50564,Aaron Sillis,1,441809770.0,441809770
50565,Ian Waller,1,441809770.0,441809770
50566,Ben Rappaport,1,114281051.0,114281051
50567,Danny Flaherty,2,253140872.5,506281745
50568,Patch Darragh,4,146955604.3,587822417
50569,Anita Storr,1,114281051.0,114281051
50570,Lee Cunningham,1,114281051.0,114281051
50571,Chris Geere,1,243843127.0,243843127
50572,Jaden Martin,1,243843127.0,243843127
50573,Sincere L. Bobb,1,243843127.0,243843127
50574,Monika Jolly,1,243843127.0,243843127
50575,Matthew Andrews,1,243843127.0,243843127
50576,Andrew Ableson,1,609123048.0,609123048
50577,Joshua Rush,2,196342331.0,392684662
50578,Lauri Fraser,1,272912430.0,272912430
50579,Zach Callison,2,139033877.5,278067755
50580,Leila Birch,1,272912430.0,272912430
50581,Cullen McCarthy,1,272912430.0,272912430
50582,Rob Minkoff,1,272912430.0,272912430
50583,Rosemary Alexander,1,272912430.0,272912430
50584,Steve Alterman,1,272912430.0,272912430
50585,Eva Bella,3,839297774.7,2517893324
50586,Molly Jackson,2,565261802.0,1130523604
50587,Hope Levy,1,272912430.0,272912430
50588,Parambrata Chatterjee,1,16000000.0,16000000
50589,Saswata Chatterjee,1,16000000.0,16000000
50590,Indraneil Sengupta,1,16000000.0,16000000
50591,Matt Shively,2,142577616.0,285155232
50592,Aiden Lovekamp,3,75497688.0,226493064
50593,Brady Allen,1,142817992.0,142817992
50594,Georgica Pettus,1,142817992.0,142817992
50595,Alisha Boe,1,142817992.0,142817992
50596,Brendon Eggertsen,1,142817992.0,142817992
50597,Sara Mornell,3,55383687.67,166151063
50598,Kim Kold,2,566075833.0,1132151666
50599,Joe Taslim,3,378752284.3,1136256853
50600,Samuel M. Stewart,1,788679850.0,788679850
50601,Benjamin Davies,1,788679850.0,788679850
50602,Matthew Stirling,1,788679850.0,788679850
50603,Andrei Zayats,1,788679850.0,788679850
50604,Jason Thorpe,1,788679850.0,788679850
50605,Alexander Vegh,1,788679850.0,788679850
50606,Magda Rodriguez,1,788679850.0,788679850
50607,Andy Pointon,1,788679850.0,788679850
50608,Victor Gardener,1,788679850.0,788679850
50609,Sol de la Barreda,1,788679850.0,788679850
50610,Franoise Philippart de Foy,1,788679850.0,788679850
50611,Elvira Trics,1,788679850.0,788679850
50612,Carolina Pozo,1,788679850.0,788679850
50613,Jhony Medez,1,788679850.0,788679850
50614,Revil Beat,1,788679850.0,788679850
50615,Sarah Yan Li,1,788679850.0,788679850
50616,Lisandro Len,1,788679850.0,788679850
50617,Sonia Hernndez Fumero,1,788679850.0,788679850
50618,Pilar Mayo,1,788679850.0,788679850
50619,Eddie Bagayawa,3,295760119.7,887280359
50620,Dean Barlage,2,751723211.0,1503446422
50621,Gintare Beinoraviciute,4,421310291.8,1685241167
50622,Catherine Delaloye,1,788679850.0,788679850
50623,Rowena Diamond,1,788679850.0,788679850
50624,Mark Haldor,2,561790593.5,1123581187
50625,Andrew Koji,1,788679850.0,788679850
50626,Alex Martin,2,602082382.0,1204164764
50627,Rita Ora,4,457555824.8,1830223299
50628,Gemita Samarra,1,788679850.0,788679850
50629,Zhou Xun,1,130482868.0,130482868
50630,Zhu Zhu,2,73045706.5,146091413
50631,Robin Morrissey,1,130482868.0,130482868
50632,Brody Nicholas Lee,1,130482868.0,130482868
50633,Raevan Lee Hanan,1,130482868.0,130482868
50634,Mya-Lecia Naylor,1,130482868.0,130482868
50635,Niall Greig Fulton,1,130482868.0,130482868
50636,Louis Dempsey,1,130482868.0,130482868
50637,Martin Docherty,1,130482868.0,130482868
50638,Victor Sol,1,130482868.0,130482868
50639,Jared Gilman,2,35207952.0,70415904
50640,Kara Hayward,3,48480956.33,145442869
50641,Charlie Kilgore,1,68263166.0,68263166
50642,Chandler Frantz,1,68263166.0,68263166
50643,Gabriel Rush,3,82910390.0,248731170
50644,Gianpaolo Venuta,1,13231461.0,13231461
50645,Keeva Lynk,1,13231461.0,13231461
50646,Danny Morgan,1,8784318.0,8784318
50647,Sarah Allen,1,8784318.0,8784318
50648,Smita Jaykar,1,6100000.0,6100000
50649,Rati Agnihotri,1,6100000.0,6100000
50650,Preeti Jhangiani,1,6100000.0,6100000
50651,Moushumi Chatterjee,1,6100000.0,6100000
50652,Omung Kumar,1,6100000.0,6100000
50653,Abana Deol,1,6100000.0,6100000
50654,Ruth Nelson,1,2000000.0,2000000
50655,William Eythe,1,2000000.0,2000000
50656,Ruth Ford,1,2000000.0,2000000
50657,Madeleine Forbes,1,2000000.0,2000000
50658,Thurston Hall,1,2000000.0,2000000
50659,Katherine Locke,1,2000000.0,2000000
50660,Stanley Logan,1,2000000.0,2000000
50661,Paul Everton,1,2000000.0,2000000
50662,Alexia Landeau,1,1653792.0,1653792
50663,Alexandre Nahon,1,1653792.0,1653792
50664,Talen Ruth Riley,1,1653792.0,1653792
50665,Owen Shipman,1,1653792.0,1653792
50666,Carmen Lopez,1,1653792.0,1653792
50667,Petronia Paley,1,1653792.0,1653792
50668,Marcus Ho,1,1653792.0,1653792
50669,Mai Loan Tran,1,1653792.0,1653792
50670,Darlene Violette,1,1653792.0,1653792
50671,Bhavesh Patel,2,4440415.0,8880830
50672,Brady Smith,1,1653792.0,1653792
50673,Simon Jutras,1,1653792.0,1653792
50674,Tatina de Marinis,1,1653792.0,1653792
50675,Kendra Mylnechuk,1,1653792.0,1653792
50676,Angela Rago,1,1653792.0,1653792
50677,Christie Nacinovich,1,1653792.0,1653792
50678,Panicker Upendran,1,1653792.0,1653792
50679,David Coburn,1,1653792.0,1653792
50680,Abby Nelson,1,1653792.0,1653792
50681,Erin Darke,2,22769222.0,45538444
50682,Talita Seplavy,1,1653792.0,1653792
50683,Ashley Klein,1,1653792.0,1653792
50684,Andrew Rannells,3,108182299.7,324546899
50685,Shauna Miles,1,11947954.0,11947954
50686,Candy Buckley,1,11947954.0,11947954
50687,Levy Easterly,1,21107746.0,21107746
50688,Gina Montana,1,21107746.0,21107746
50689,Lowell Landes,1,21107746.0,21107746
50690,Pamela Harper,1,21107746.0,21107746
50691,Amber Henry,1,21107746.0,21107746
50692,Jonshel Alexander,1,21107746.0,21107746
50693,Nicholas Clark,1,21107746.0,21107746
50694,Joseph Brown,1,21107746.0,21107746
50695,Henry D. Coleman,1,21107746.0,21107746
50696,Kaliana Brower,1,21107746.0,21107746
50697,Phillip Lawrence,1,21107746.0,21107746
50698,Hannah Holby,1,21107746.0,21107746
50699,Jimmy Lee Moore,1,21107746.0,21107746
50700,Steven Shaw,1,1243961.0,1243961
50701,Veronika Dash,2,1621980.5,3243961
50702,Dario Barosso,3,254626568.0,763879704
50703,Rachael Ma,1,3325038.0,3325038
50704,Joshua Ormond,2,69973154.5,139946309
